DISTRICT,REGION,DEPARTEMENT,SOUS-PREFECTURE OU COMMUNE,CATEGORIE,EFFECTIF
ABIDJAN,ABIDJAN,ABIDJAN,ABOBO,HOMME,680422
ABIDJAN,ABIDJAN,ABIDJAN,ADJAME,HOMME,180917
ABIDJAN,ABIDJAN,ABIDJAN,ATTECOUBE,HOMME,163989
ABIDJAN,ABIDJAN,ABIDJAN,COCODY,HOMME,330016
ABIDJAN,ABIDJAN,ABIDJAN,KOUMASSI,HOMME,209098
ABIDJAN,ABIDJAN,ABIDJAN,MARCORY,HOMME,110458
ABIDJAN,ABIDJAN,ABIDJAN,PLATEAU,HOMME,3635
ABIDJAN,ABIDJAN,ABIDJAN,PORT-BOUET,HOMME,321726
ABIDJAN,ABIDJAN,ABIDJAN,TREICHVILLE,HOMME,55910
ABIDJAN,ABIDJAN,ABIDJAN,YOPOUGON,HOMME,795443
ABIDJAN,ABIDJAN,ABIDJAN,ANYAMA,HOMME,200517
ABIDJAN,ABIDJAN,ABIDJAN,BINGERVILLE,HOMME,101397
ABIDJAN,ABIDJAN,ABIDJAN,BROFODOUME,HOMME,10623
ABIDJAN,ABIDJAN,ABIDJAN,SONGON,HOMME,46833
YAMOUSSOUKRO ,YAMOUSSOUKRO ,ATTIEGOUAKRO,ATTIEGOUAKRO,HOMME,7266
YAMOUSSOUKRO ,YAMOUSSOUKRO ,ATTIEGOUAKRO,LOLOBO (D'ATTIEGOUAKRO),HOMME,18538
YAMOUSSOUKRO ,YAMOUSSOUKRO ,YAMOUSSOUKRO,YAMOUSSOUKRO,HOMME,173978
YAMOUSSOUKRO ,YAMOUSSOUKRO ,YAMOUSSOUKRO,KOSSOU,HOMME,17394
BAS-SASSANDRA,SAN PEDRO ,SAN-PEDRO,DOBA,HOMME,52162
BAS-SASSANDRA,SAN PEDRO ,SAN-PEDRO,DOGBO,HOMME,34234
BAS-SASSANDRA,SAN PEDRO ,SAN-PEDRO,GABIADJI,HOMME,60478
BAS-SASSANDRA,SAN PEDRO ,SAN-PEDRO,GRAND-BEREBY,HOMME,69343
BAS-SASSANDRA,SAN PEDRO ,SAN-PEDRO,SAN-PEDRO,HOMME,205927
BAS-SASSANDRA,SAN PEDRO ,TABOU,DAPO-IBOKE,HOMME,11283
BAS-SASSANDRA,SAN PEDRO ,TABOU,DJAMANDIOKE,HOMME,12175
BAS-SASSANDRA,SAN PEDRO ,TABOU,DJOUROUTOU,HOMME,50289
BAS-SASSANDRA,SAN PEDRO ,TABOU,GRABO,HOMME,29970
BAS-SASSANDRA,SAN PEDRO ,TABOU,OLODIO,HOMME,11164
BAS-SASSANDRA,SAN PEDRO ,TABOU,TABOU,HOMME,33677
BAS-SASSANDRA,NAWA ,BUYO,BUYO,HOMME,53489
BAS-SASSANDRA,NAWA ,BUYO,DAPEOUA,HOMME,40371
BAS-SASSANDRA,NAWA ,GUEYO,DABOUYO,HOMME,24345
BAS-SASSANDRA,NAWA ,GUEYO,GUEYO,HOMME,30829
BAS-SASSANDRA,NAWA ,MEAGUI,GNAMANGUI,HOMME,45039
BAS-SASSANDRA,NAWA ,MEAGUI,MEAGUI,HOMME,81472
BAS-SASSANDRA,NAWA ,MEAGUI,OUPOYO,HOMME,32934
BAS-SASSANDRA,NAWA ,SOUBRE,GRAND-ZATTRY,HOMME,58525
BAS-SASSANDRA,NAWA ,SOUBRE,LILIYO,HOMME,43859
BAS-SASSANDRA,NAWA ,SOUBRE,OKROUYO,HOMME,63932
BAS-SASSANDRA,NAWA ,SOUBRE,SOUBRE,HOMME,146075
BAS-SASSANDRA,GBOKLE,FRESCO,DAHIRI,HOMME,18010
BAS-SASSANDRA,GBOKLE,FRESCO,FRESCO,HOMME,26267
BAS-SASSANDRA,GBOKLE,FRESCO,GBAGBAM,HOMME,13008
BAS-SASSANDRA,GBOKLE,SASSANDRA,DAKPADOU,HOMME,39422
BAS-SASSANDRA,GBOKLE,SASSANDRA,GRIHIRI,HOMME,23046
BAS-SASSANDRA,GBOKLE,SASSANDRA,LOBAKUYA,HOMME,23408
BAS-SASSANDRA,GBOKLE,SASSANDRA,MEDON,HOMME,9654
BAS-SASSANDRA,GBOKLE,SASSANDRA,SAGO,HOMME,49631
BAS-SASSANDRA,GBOKLE,SASSANDRA,SASSANDRA,HOMME,47950
COMOE,INDENIE-DJUABLIN,ABENGOUROU,ABENGOUROU,HOMME,84725
COMOE,INDENIE-DJUABLIN,ABENGOUROU,AMELEKIA,HOMME,13156
COMOE,INDENIE-DJUABLIN,ABENGOUROU,ANIASSUE,HOMME,22088
COMOE,INDENIE-DJUABLIN,ABENGOUROU,EBILASSOKRO,HOMME,15217
COMOE,INDENIE-DJUABLIN,ABENGOUROU,NIABLE,HOMME,30024
COMOE,INDENIE-DJUABLIN,ABENGOUROU,YAKASSE-FEYASSE,HOMME,27591
COMOE,INDENIE-DJUABLIN,ABENGOUROU,ZARANOU,HOMME,35966
COMOE,INDENIE-DJUABLIN,AGNIBILEKROU,AGNIBILEKROU,HOMME,52868
COMOE,INDENIE-DJUABLIN,AGNIBILEKROU,AKOBOISSUE,HOMME,19090
COMOE,INDENIE-DJUABLIN,AGNIBILEKROU,DAME,HOMME,12700
COMOE,INDENIE-DJUABLIN,AGNIBILEKROU,DUFFREBO,HOMME,23066
COMOE,INDENIE-DJUABLIN,AGNIBILEKROU,TANGUELAN,HOMME,6886
COMOE,INDENIE-DJUABLIN,BETTIE,BETTIE,HOMME,18058
COMOE,INDENIE-DJUABLIN,BETTIE,DIAMARAKRO,HOMME,20249
COMOE,SUD-COMOE ,ABOISSO,ABOISSO,HOMME,52456
COMOE,SUD-COMOE ,ABOISSO,ADAOU,HOMME,26164
COMOE,SUD-COMOE ,ABOISSO,ADJOUAN,HOMME,14420
COMOE,SUD-COMOE ,ABOISSO,AYAME,HOMME,14726
COMOE,SUD-COMOE ,ABOISSO,BIANOUAN,HOMME,26137
COMOE,SUD-COMOE ,ABOISSO,KOUAKRO,HOMME,19678
COMOE,SUD-COMOE ,ABOISSO,MAFERE,HOMME,24975
COMOE,SUD-COMOE ,ABOISSO,YAOU,HOMME,11825
COMOE,SUD-COMOE ,ADIAKE,ADIAKE,HOMME,25863
COMOE,SUD-COMOE ,ADIAKE,ASSINIE-MAFIA,HOMME,11800
COMOE,SUD-COMOE ,ADIAKE,ETUEBOUE,HOMME,7858
COMOE,SUD-COMOE ,GRAND-BASSAM,BONGO,HOMME,13102
COMOE,SUD-COMOE ,GRAND-BASSAM,BONOUA,HOMME,61118
COMOE,SUD-COMOE ,GRAND-BASSAM,GRAND-BASSAM,HOMME,63206
COMOE,SUD-COMOE ,TIAPOUM,NOE,HOMME,12590
COMOE,SUD-COMOE ,TIAPOUM,NOUAMOU,HOMME,8663
COMOE,SUD-COMOE ,TIAPOUM,TIAPOUM,HOMME,13034
DENGUELE ,KABADOUGOU,GBELEBAN,GBELEBAN,HOMME,2351
DENGUELE ,KABADOUGOU,GBELEBAN,SAMANGO,HOMME,8836
DENGUELE ,KABADOUGOU,GBELEBAN,SEYDOUGOU,HOMME,4005
DENGUELE ,KABADOUGOU,MADINANI,FENGOLO,HOMME,3914
DENGUELE ,KABADOUGOU,MADINANI,MADINANI,HOMME,16827
DENGUELE ,KABADOUGOU,MADINANI,N’GOLOBLASSO,HOMME,4984
DENGUELE ,KABADOUGOU,ODIENNE,BAKO,HOMME,14701
DENGUELE ,KABADOUGOU,ODIENNE,BOUGOUSSO,HOMME,5277
DENGUELE ,KABADOUGOU,ODIENNE,DIOULATIEDOUGOU,HOMME,11048
DENGUELE ,KABADOUGOU,ODIENNE,ODIENNE,HOMME,45843
DENGUELE ,KABADOUGOU,ODIENNE,TIEME,HOMME,6080
DENGUELE ,KABADOUGOU,SAMATIGUILA,KIMBIRILA-SUD,HOMME,6390
DENGUELE ,KABADOUGOU,SAMATIGUILA,SAMATIGUILA,HOMME,4252
DENGUELE ,KABADOUGOU,SEGUELON,GBONGAHA,HOMME,6139
DENGUELE ,KABADOUGOU,SEGUELON,SEGUELON,HOMME,10746
DENGUELE ,FOLON ,KANIASSO,GOULIA,HOMME,13802
DENGUELE ,FOLON ,KANIASSO,KANIASSO,HOMME,9698
DENGUELE ,FOLON ,KANIASSO,MAHANDIANA-SOKOURANI,HOMME,19999
DENGUELE ,FOLON ,MINIGNAN,KIMBIRILA-NORD,HOMME,4929
DENGUELE ,FOLON ,MINIGNAN,MINIGNAN,HOMME,12795
DENGUELE ,FOLON ,MINIGNAN,SOKORO,HOMME,4322
DENGUELE ,FOLON ,MINIGNAN,TIENKO,HOMME,10358
GÔH-DJIBOUA,GÔH,GAGNOA,BAYOTA,HOMME,28107
GÔH-DJIBOUA,GÔH,GAGNOA,DAHIEPA-KEHI,HOMME,11017
GÔH-DJIBOUA,GÔH,GAGNOA,DIGNAGO,HOMME,18815
GÔH-DJIBOUA,GÔH,GAGNOA,DOUGROUPALEGONAO,HOMME,31171
GÔH-DJIBOUA,GÔH,GAGNOA,DOUKOUYO,HOMME,10230
GÔH-DJIBOUA,GÔH,GAGNOA,GAGNOA,HOMME,143167
GÔH-DJIBOUA,GÔH,GAGNOA,GALEBRE / GALEBOUO,HOMME,20690
GÔH-DJIBOUA,GÔH,GAGNOA,GNAGBODOUGNOA,HOMME,9139
GÔH-DJIBOUA,GÔH,GAGNOA,GUIBEROUA,HOMME,40944
GÔH-DJIBOUA,GÔH,GAGNOA,OURAGAHIO,HOMME,26257
GÔH-DJIBOUA,GÔH,GAGNOA,SERIHIO,HOMME,24983
GÔH-DJIBOUA,GÔH,GAGNOA,YOPOHUE,HOMME,15250
GÔH-DJIBOUA,GÔH,OUME,DIEGONEFLA,HOMME,38240
GÔH-DJIBOUA,GÔH,OUME,GUEPAHOUO,HOMME,14492
GÔH-DJIBOUA,GÔH,OUME,OUME,HOMME,67028
GÔH-DJIBOUA,GÔH,OUME,TONLA,HOMME,16074
GÔH-DJIBOUA,LÔH-DJIBOUA ,DIVO,CHIEPO,HOMME,14184
GÔH-DJIBOUA,LÔH-DJIBOUA ,DIVO,DIDOKO,HOMME,17911
GÔH-DJIBOUA,LÔH-DJIBOUA ,DIVO,DIVO,HOMME,151916
GÔH-DJIBOUA,LÔH-DJIBOUA ,DIVO,HIRE,HOMME,40779
GÔH-DJIBOUA,LÔH-DJIBOUA ,DIVO,NEBO,HOMME,17086
GÔH-DJIBOUA,LÔH-DJIBOUA ,DIVO,OGOUDOU,HOMME,37711
GÔH-DJIBOUA,LÔH-DJIBOUA ,DIVO,ZEGO,HOMME,17448
GÔH-DJIBOUA,LÔH-DJIBOUA ,GUITRY,DAIRO-DIDIZO,HOMME,30651
GÔH-DJIBOUA,LÔH-DJIBOUA ,GUITRY,GUITRY,HOMME,40946
GÔH-DJIBOUA,LÔH-DJIBOUA ,GUITRY,LAUZOUA,HOMME,17108
GÔH-DJIBOUA,LÔH-DJIBOUA ,GUITRY,YOCOBOUE,HOMME,14306
GÔH-DJIBOUA,LÔH-DJIBOUA ,LAKOTA,DJIDJI,HOMME,8319
GÔH-DJIBOUA,LÔH-DJIBOUA ,LAKOTA,GAGORE,HOMME,10298
GÔH-DJIBOUA,LÔH-DJIBOUA ,LAKOTA,GOUDOUKO,HOMME,17530
GÔH-DJIBOUA,LÔH-DJIBOUA ,LAKOTA,LAKOTA,HOMME,90337
GÔH-DJIBOUA,LÔH-DJIBOUA ,LAKOTA,NIAMBEZARIA,HOMME,44842
GÔH-DJIBOUA,LÔH-DJIBOUA ,LAKOTA,ZIKISSO,HOMME,6283
LACS,BELIER ,DIDIEVI,BOLI,HOMME,6925
LACS,BELIER ,DIDIEVI,DIDIEVI,HOMME,13432
LACS,BELIER ,DIDIEVI,MOLONOU-BLE,HOMME,10842
LACS,BELIER ,DIDIEVI,RAVIART,HOMME,9023
LACS,BELIER ,DIDIEVI,TIE-N’DIEKRO,HOMME,5969
LACS,BELIER ,DJEKANOU,BONIKRO,HOMME,5584
LACS,BELIER ,DJEKANOU,DJEKANOU,HOMME,14212
LACS,BELIER ,TIEBISSOU,LOMOKANKRO,HOMME,7481
LACS,BELIER ,TIEBISSOU,MOLONOU,HOMME,12327
LACS,BELIER ,TIEBISSOU,TIEBISSOU,HOMME,34022
LACS,BELIER ,TIEBISSOU,YAKPABO-SAKASSOU,HOMME,6323
LACS,BELIER ,TOUMODI,ANGODA,HOMME,5864
LACS,BELIER ,TOUMODI,KOKOUMBO,HOMME,18923
LACS,BELIER ,TOUMODI,KPOUEBO,HOMME,17516
LACS,BELIER ,TOUMODI,TOUMODI,HOMME,45004
LACS,IFFOU,DAOUKRO,DAOUKRO,HOMME,52558
LACS,IFFOU,DAOUKRO,ETTROKRO,HOMME,12411
LACS,IFFOU,DAOUKRO,N'GATTAKRO,HOMME,6364
LACS,IFFOU,DAOUKRO,SAMANZA,HOMME,6284
LACS,IFFOU,M'BAHIAKRO,BONGUERA,HOMME,9139
LACS,IFFOU,M'BAHIAKRO,KONDOSSOU,HOMME,5217
LACS,IFFOU,M'BAHIAKRO,M'BAHIAKRO,HOMME,26008
LACS,IFFOU,OUELLE,AKPASSANOU,HOMME,2901
LACS,IFFOU,OUELLE,ANANDA,HOMME,6652
LACS,IFFOU,OUELLE,OUELLE,HOMME,20011
LACS,IFFOU,PRIKRO,ANIANOU,HOMME,4280
LACS,IFFOU,PRIKRO,FAMIENKRO,HOMME,8622
LACS,IFFOU,PRIKRO,KOFFI-AMONKRO,HOMME,6764
LACS,IFFOU,PRIKRO,NAFANA-PRIKRO,HOMME,7230
LACS,IFFOU,PRIKRO,PRIKRO,HOMME,22276
LACS,N'ZI ,BOCANDA,BENGASSOU,HOMME,13053
LACS,N'ZI ,BOCANDA,BOCANDA,HOMME,29940
LACS,N'ZI ,BOCANDA,KOUADIOBLEKRO,HOMME,10187
LACS,N'ZI ,BOCANDA,N'ZEKREZESSOU,HOMME,8597
LACS,N'ZI ,DIMBOKRO,ABIGUI,HOMME,4409
LACS,N'ZI ,DIMBOKRO,DIANGOKRO,HOMME,9163
LACS,N'ZI ,DIMBOKRO,DIMBOKRO,HOMME,35390
LACS,N'ZI ,DIMBOKRO,NOFOU,HOMME,3612
LACS,N'ZI ,KOUASSI-KOUASSIKRO,KOUASSI-KOUASSIKRO,HOMME,11841
LACS,N'ZI ,KOUASSI-KOUASSIKRO,MEKRO,HOMME,3194
LACS,MORONOU ,ARRAH,ARRAH,HOMME,24637
LACS,MORONOU ,ARRAH,KOTOBI,HOMME,20462
LACS,MORONOU ,ARRAH,KREGBE,HOMME,11073
LACS,MORONOU ,BONGOUANOU,ANDE,HOMME,32451
LACS,MORONOU ,BONGOUANOU,ASSIE-KOUMASSI,HOMME,11433
LACS,MORONOU ,BONGOUANOU,BONGOUANOU,HOMME,39504
LACS,MORONOU ,BONGOUANOU,N’GUESSANKRO-BONGOUANOU,HOMME,22412
LACS,MORONOU ,M'BATTO,ANOUMABA,HOMME,11872
LACS,MORONOU ,M'BATTO,ASSAHARA,HOMME,6066
LACS,MORONOU ,M'BATTO,M'BATTO,HOMME,40362
LACS,MORONOU ,M'BATTO,TIEMELEKRO,HOMME,17186
LAGUNES,GRANDS PONTS,DABOU,DABOU,HOMME,70221
LAGUNES,GRANDS PONTS,DABOU,LOPOU,HOMME,18647
LAGUNES,GRANDS PONTS,DABOU,TOUPAH,HOMME,21325
LAGUNES,GRANDS PONTS,GRAND-LAHOU,AHOUANOU,HOMME,18835
LAGUNES,GRANDS PONTS,GRAND-LAHOU,BACANDA,HOMME,12203
LAGUNES,GRANDS PONTS,GRAND-LAHOU,EBONOU,HOMME,9898
LAGUNES,GRANDS PONTS,GRAND-LAHOU,GRAND-LAHOU,HOMME,40735
LAGUNES,GRANDS PONTS,GRAND-LAHOU,TOUKOUZOU,HOMME,1511
LAGUNES,GRANDS PONTS,JACQUEVILLE,ATTOUTOU,HOMME,16150
LAGUNES,GRANDS PONTS,JACQUEVILLE,JACQUEVILLE,HOMME,26232
LAGUNES,AGNEBY-TIASSA ,AGBOVILLE,ABOUDE,HOMME,14758
LAGUNES,AGNEBY-TIASSA ,AGBOVILLE,ANANGUIE,HOMME,9593
LAGUNES,AGNEBY-TIASSA ,AGBOVILLE,AGBOVILLE,HOMME,69015
LAGUNES,AGNEBY-TIASSA ,AGBOVILLE,ATTOBROU,HOMME,13646
LAGUNES,AGNEBY-TIASSA ,AGBOVILLE,AZAGUIE,HOMME,19660
LAGUNES,AGNEBY-TIASSA ,AGBOVILLE,CECHI,HOMME,14090
LAGUNES,AGNEBY-TIASSA ,AGBOVILLE,GRAND-MORIE,HOMME,13326
LAGUNES,AGNEBY-TIASSA ,AGBOVILLE,GUESSIGUIE,HOMME,13863
LAGUNES,AGNEBY-TIASSA ,AGBOVILLE,LOVIGUIE,HOMME,10091
LAGUNES,AGNEBY-TIASSA ,AGBOVILLE,ORESS-KROBOU,HOMME,4430
LAGUNES,AGNEBY-TIASSA ,AGBOVILLE,RUBINO,HOMME,17579
LAGUNES,AGNEBY-TIASSA ,SIKENSI,GOMON,HOMME,18759
LAGUNES,AGNEBY-TIASSA ,SIKENSI,SIKENSI,HOMME,48124
LAGUNES,AGNEBY-TIASSA ,TAABO,PACOBO,HOMME,10832
LAGUNES,AGNEBY-TIASSA ,TAABO,TAABO,HOMME,30199
LAGUNES,AGNEBY-TIASSA ,TIASSALE,GBOLOUVILLE,HOMME,23051
LAGUNES,AGNEBY-TIASSA ,TIASSALE,MOROKRO,HOMME,31666
LAGUNES,AGNEBY-TIASSA ,TIASSALE,N'DOUCI,HOMME,52034
LAGUNES,AGNEBY-TIASSA ,TIASSALE,TIASSALE,HOMME,44043
LAGUNES,ME ,ADZOPE,ADZOPE,HOMME,80832
LAGUNES,ME ,ADZOPE,AGOU,HOMME,16022
LAGUNES,ME ,ADZOPE,ANNEPE,HOMME,13730
LAGUNES,ME ,ADZOPE,ASSIKOI,HOMME,11195
LAGUNES,ME ,ADZOPE,BECEDI-BRIGNAN,HOMME,11595
LAGUNES,ME ,ADZOPE,YAKASSE-ME,HOMME,14138
LAGUNES,ME ,AKOUPE,AFFERY,HOMME,24854
LAGUNES,ME ,AKOUPE,AKOUPE,HOMME,39799
LAGUNES,ME ,AKOUPE,BECOUEFIN,HOMME,16240
LAGUNES,ME ,ALEPE,ABOISSO-COMOE,HOMME,19175
LAGUNES,ME ,ALEPE,ALEPE,HOMME,31289
LAGUNES,ME ,ALEPE,ALLOSSO,HOMME,7748
LAGUNES,ME ,ALEPE,DANGUIRA,HOMME,30626
LAGUNES,ME ,ALEPE,OGHLWAPO,HOMME,9060
LAGUNES,ME ,YAKASSE-ATTOBROU,ABONGOUA,HOMME,9680
LAGUNES,ME ,YAKASSE-ATTOBROU,BIEBY,HOMME,13272
LAGUNES,ME ,YAKASSE-ATTOBROU,YAKASSE-ATTOBROU,HOMME,33572
MONTAGNES,TONKPI ,BIANKOUMA,BIANKOUMA,HOMME,37967
MONTAGNES,TONKPI ,BIANKOUMA,BLAPLEU,HOMME,13971
MONTAGNES,TONKPI ,BIANKOUMA,GBANGBEGOUINE,HOMME,2129
MONTAGNES,TONKPI ,BIANKOUMA,GBONNE,HOMME,29840
MONTAGNES,TONKPI ,BIANKOUMA,GOUINE,HOMME,12473
MONTAGNES,TONKPI ,BIANKOUMA,KPATA,HOMME,4887
MONTAGNES,TONKPI ,BIANKOUMA,SANTA-BIANKOUMA,HOMME,27936
MONTAGNES,TONKPI ,DANANE,DALEU,HOMME,31094
MONTAGNES,TONKPI ,DANANE,DANANE,HOMME,70095
MONTAGNES,TONKPI ,DANANE,GBON-HOUYE,HOMME,10224
MONTAGNES,TONKPI ,DANANE,KOUAN-HOULE,HOMME,19800
MONTAGNES,TONKPI ,DANANE,MAHAPLEU,HOMME,36120
MONTAGNES,TONKPI ,DANANE,SEILEU,HOMME,12308
MONTAGNES,TONKPI ,DANANE,ZONNEU,HOMME,15451
MONTAGNES,TONKPI ,MAN,BOGOUINE,HOMME,11425
MONTAGNES,TONKPI ,MAN,FAGNAMPLEU,HOMME,1630
MONTAGNES,TONKPI ,MAN,GBANGBEGOUINE YATI,HOMME,14013
MONTAGNES,TONKPI ,MAN,LOGOUALE,HOMME,18037
MONTAGNES,TONKPI ,MAN,MAN,HOMME,127234
MONTAGNES,TONKPI ,MAN,PODIAGOUINE,HOMME,17236
MONTAGNES,TONKPI ,MAN,SANDOUGOU-SOBA,HOMME,3893
MONTAGNES,TONKPI ,MAN,SANGOUINE,HOMME,34066
MONTAGNES,TONKPI ,MAN,YAPLEU,HOMME,5882
MONTAGNES,TONKPI ,MAN,ZAGOUE,HOMME,2984
MONTAGNES,TONKPI ,MAN,ZIOGOUINE,HOMME,8692
MONTAGNES,TONKPI ,SIPILOU,SIPILOU,HOMME,22047
MONTAGNES,TONKPI ,SIPILOU,YORODOUGOU,HOMME,17864
MONTAGNES,TONKPI ,ZOUAN-HOUNIEN,BANNEU,HOMME,10631
MONTAGNES,TONKPI ,ZOUAN-HOUNIEN,BIN-HOUYE,HOMME,16549
MONTAGNES,TONKPI ,ZOUAN-HOUNIEN,GOULALEU,HOMME,16397
MONTAGNES,TONKPI ,ZOUAN-HOUNIEN,TEAPLEU,HOMME,21788
MONTAGNES,TONKPI ,ZOUAN-HOUNIEN,YELLEU,HOMME,8119
MONTAGNES,TONKPI ,ZOUAN-HOUNIEN,ZOUAN-HOUNIEN,HOMME,58155
MONTAGNES,CAVALLY,BLOLEQUIN,BLOLEQUIN,HOMME,69946
MONTAGNES,CAVALLY,BLOLEQUIN,DIBOKE,HOMME,14666
MONTAGNES,CAVALLY,BLOLEQUIN,DOKE,HOMME,20141
MONTAGNES,CAVALLY,BLOLEQUIN,TINHOU,HOMME,12810
MONTAGNES,CAVALLY,BLOLEQUIN,ZEAGLO,HOMME,17827
MONTAGNES,CAVALLY,GUIGLO,BEDY-GOAZON,HOMME,14970
MONTAGNES,CAVALLY,GUIGLO,GUIGLO,HOMME,93037
MONTAGNES,CAVALLY,GUIGLO,KAADE,HOMME,22225
MONTAGNES,CAVALLY,GUIGLO,NIZAHON,HOMME,11553
MONTAGNES,CAVALLY,TAÏ,TAÏ,HOMME,23317
MONTAGNES,CAVALLY,TAÏ,ZAGNE,HOMME,40491
MONTAGNES,CAVALLY,TOULEPLEU,BAKOUBLY,HOMME,4091
MONTAGNES,CAVALLY,TOULEPLEU,MEO,HOMME,13028
MONTAGNES,CAVALLY,TOULEPLEU,NEZOBLY,HOMME,5153
MONTAGNES,CAVALLY,TOULEPLEU,PEHE,HOMME,9847
MONTAGNES,CAVALLY,TOULEPLEU,TIOBLY,HOMME,6213
MONTAGNES,CAVALLY,TOULEPLEU,TOULEPLEU,HOMME,15262
MONTAGNES,GUEMON,BANGOLO,BANGOLO,HOMME,30505
MONTAGNES,GUEMON,BANGOLO,BEOUE-ZIBIAO,HOMME,9882
MONTAGNES,GUEMON,BANGOLO,BLENIMEOUIN,HOMME,10077
MONTAGNES,GUEMON,BANGOLO,DIEOUZON,HOMME,10056
MONTAGNES,GUEMON,BANGOLO,GOHOUO-ZAGNA,HOMME,8304
MONTAGNES,GUEMON,BANGOLO,GUINGLO-TAHOUAKE,HOMME,9690
MONTAGNES,GUEMON,BANGOLO,KAHIN-ZARABAON,HOMME,32457
MONTAGNES,GUEMON,BANGOLO,ZEO,HOMME,7506
MONTAGNES,GUEMON,BANGOLO,ZOU,HOMME,29143
MONTAGNES,GUEMON,DUEKOUE,BAGOHOUO,HOMME,15891
MONTAGNES,GUEMON,DUEKOUE,DUEKOUE,HOMME,118759
MONTAGNES,GUEMON,DUEKOUE,GBAPLEU,HOMME,33578
MONTAGNES,GUEMON,DUEKOUE,GUEHIEBLY,HOMME,28319
MONTAGNES,GUEMON,DUEKOUE,GUEZON-DUEKOUE,HOMME,30703
MONTAGNES,GUEMON,FACOBLY,FACOBLY,HOMME,14416
MONTAGNES,GUEMON,FACOBLY,GUEZON (DE FACOBLY),HOMME,5558
MONTAGNES,GUEMON,FACOBLY,KOUA,HOMME,6482
MONTAGNES,GUEMON,FACOBLY,SEMIEN,HOMME,19192
MONTAGNES,GUEMON,FACOBLY,TIENY-SIABLY,HOMME,4977
MONTAGNES,GUEMON,KOUIBLY,KOUIBLY,HOMME,26433
MONTAGNES,GUEMON,KOUIBLY,NIDROU,HOMME,7022
MONTAGNES,GUEMON,KOUIBLY,OUYABLY-GNONDROU,HOMME,33482
MONTAGNES,GUEMON,KOUIBLY,TOTRODROU,HOMME,11436
SASSANDRA-MARAHOUE ,HAUT-SASSANDRA,DALOA,BEDIALA,HOMME,44246
SASSANDRA-MARAHOUE ,HAUT-SASSANDRA,DALOA,DALOA,HOMME,217633
SASSANDRA-MARAHOUE ,HAUT-SASSANDRA,DALOA,GADOUAN,HOMME,33290
SASSANDRA-MARAHOUE ,HAUT-SASSANDRA,DALOA,GBOGUHE,HOMME,35756
SASSANDRA-MARAHOUE ,HAUT-SASSANDRA,DALOA,GONATE,HOMME,22880
SASSANDRA-MARAHOUE ,HAUT-SASSANDRA,DALOA,ZAÏBO,HOMME,12360
SASSANDRA-MARAHOUE ,HAUT-SASSANDRA,ISSIA,BOGUEDIA,HOMME,13842
SASSANDRA-MARAHOUE ,HAUT-SASSANDRA,ISSIA,IBOGUHE,HOMME,29772
SASSANDRA-MARAHOUE ,HAUT-SASSANDRA,ISSIA,ISSIA,HOMME,67600
SASSANDRA-MARAHOUE ,HAUT-SASSANDRA,ISSIA,NAHIO,HOMME,12062
SASSANDRA-MARAHOUE ,HAUT-SASSANDRA,ISSIA,NAMANE,HOMME,24270
SASSANDRA-MARAHOUE ,HAUT-SASSANDRA,ISSIA,SAÏOUA,HOMME,54047
SASSANDRA-MARAHOUE ,HAUT-SASSANDRA,ISSIA,TAPEGUIA,HOMME,17863
SASSANDRA-MARAHOUE ,HAUT-SASSANDRA,VAVOUA,BAZRA-NATTIS,HOMME,35891
SASSANDRA-MARAHOUE ,HAUT-SASSANDRA,VAVOUA,DANANON,HOMME,19300
SASSANDRA-MARAHOUE ,HAUT-SASSANDRA,VAVOUA,DANIA,HOMME,57959
SASSANDRA-MARAHOUE ,HAUT-SASSANDRA,VAVOUA,KETTRO-BASSAM,HOMME,13370
SASSANDRA-MARAHOUE ,HAUT-SASSANDRA,VAVOUA,SEITIFLA,HOMME,58512
SASSANDRA-MARAHOUE ,HAUT-SASSANDRA,VAVOUA,VAVOUA,HOMME,70170
SASSANDRA-MARAHOUE ,HAUT-SASSANDRA,ZOUKOUGBEU,DOMANGBEU,HOMME,10091
SASSANDRA-MARAHOUE ,HAUT-SASSANDRA,ZOUKOUGBEU,GREGBEU,HOMME,14151
SASSANDRA-MARAHOUE ,HAUT-SASSANDRA,ZOUKOUGBEU,GUESSABO,HOMME,22065
SASSANDRA-MARAHOUE ,HAUT-SASSANDRA,ZOUKOUGBEU,ZOUKOUGBEU,HOMME,33290
SASSANDRA-MARAHOUE ,MARAHOUE,BONON,BONON,HOMME,62522
SASSANDRA-MARAHOUE ,MARAHOUE,BONON,ZAGUIETA,HOMME,26752
SASSANDRA-MARAHOUE ,MARAHOUE,BOUAFLE,BEGBESSOU,HOMME,14278
SASSANDRA-MARAHOUE ,MARAHOUE,BOUAFLE,BOUAFLE,HOMME,114524
SASSANDRA-MARAHOUE ,MARAHOUE,BOUAFLE,N'DOUFFOUKANKRO,HOMME,10344
SASSANDRA-MARAHOUE ,MARAHOUE,BOUAFLE,PAKOUABO,HOMME,10670
SASSANDRA-MARAHOUE ,MARAHOUE,BOUAFLE,TIBEITA,HOMME,12041
SASSANDRA-MARAHOUE ,MARAHOUE,GOHITAFLA,GOHITAFLA,HOMME,24850
SASSANDRA-MARAHOUE ,MARAHOUE,GOHITAFLA,IRIEFLA,HOMME,4285
